Gene,Total,Ring,Tro,Sch,Gam,Ook
PBANKA_041480,322.3697833,0.220769761,0.265055239,0.047864443,0.058227542,0.408083016
PBANKA_041490,110.4581133,0.104693758,0.073726228,0.096024137,0.148560386,0.576995491
PBANKA_041500,191.2508833,0.071237057,0.179511328,0.258260768,0.098666211,0.392324637
PBANKA_041510,193.08812,0.064957492,0.09245416,0.314459792,0.238201863,0.289926693
PBANKA_041520,350.1002333,0.080613771,0.124982207,0.488612928,0.181897908,0.123893186
PBANKA_041530,131.72178,0.16711701,0.287226228,0.27309303,0.056544028,0.216019705
PBANKA_041540,271.3879667,0.117976307,0.122272923,0.226683595,0.067602666,0.465464509
PBANKA_041550,283.9943667,0.101218557,0.471451253,0.26874019,0.048076306,0.110513694
PBANKA_041560,231.03725,0.331408247,0.279520294,0.166853613,0.100958612,0.121259234
PBANKA_041570,723.1603333,0.069698029,0.099899216,0.206858691,0.260151161,0.363392904
PBANKA_041580,48.35632117,0.072857383,0.025987388,0.147871154,0.526147345,0.22713673
PBANKA_041590,430.25915,0.083138732,0.053103112,0.684893046,0.075532269,0.10333284
PBANKA_041600,2159.650313,0.085161704,0.235755528,0.664107514,0.008241404,0.006733851
PBANKA_041610,31.05731,0.193506456,0.131477903,0.360230812,0.212263071,0.102521757
PBANKA_041620,247.5455667,0.306362384,0.288324291,0.101022815,0.072765997,0.231524513
PBANKA_041630,158.2496,0.238740888,0.196021033,0.304582444,0.063946133,0.196709502
PBANKA_041640,204.9974833,0.073344071,0.250904544,0.268765495,0.203256886,0.203729005
PBANKA_041650,222.13432,0.049798878,0.595178179,0.233893619,0.048791425,0.072337899
PBANKA_041660,361.8952333,0.082749777,0.27160098,0.337079599,0.28176359,0.026806054
PBANKA_041670,834.0070367,0.125286833,0.179138776,0.615192651,0.057606648,0.022775092
PBANKA_041680,210.7179783,0.281160395,0.352477043,0.276677389,0.044615154,0.045070019
PBANKA_041690,363.8349967,0.230865367,0.493743047,0.149254609,0.099589787,0.02654719
PBANKA_041700,448.3961833,0.186989437,0.37393717,0.120986088,0.279318836,0.038768469
PBANKA_041710,16.92991,0.14500018,0.1131589,0.095695724,0.349542319,0.296602876
PBANKA_041720,3355.529848,0.041080099,0.002054151,0.026280574,0.849323394,0.081261781
PBANKA_041730,181.25063,0.296670693,0.406970447,0.137724211,0.105346117,0.053288532
PBANKA_041740,514.2385333,0.092104144,0.117069407,0.371545475,0.28684451,0.132436465
PBANKA_041750,4908.511,0.415615856,0.298999024,0.105362502,0.049855649,0.130166969
PBANKA_041760,240.72316,0.076768268,0.005957279,0.053619498,0.835592637,0.028062319
PBANKA_041770,1205.52435,0.058660906,0.201788126,0.494912442,0.185460791,0.059177735
PBANKA_041780,571.5115367,0.06746198,0.006055906,0.858248642,0.029811559,0.038421913
PBANKA_041790,122.0452083,0.239042158,0.250791493,0.301063438,0.046497319,0.162605592
PBANKA_041800,320.34731,0.392195583,0.469373381,0.098074337,0.009793371,0.030563328
PBANKA_041810,134.7703483,0.074082542,0.174414478,0.710668936,0.022883186,0.017950858
PBANKA_041820,1214.07965,0.102225624,0.340689344,0.408251633,0.117609664,0.031223734
PBANKA_041830,1519.771,0.219625852,0.167217956,0.266135819,0.246028843,0.100991531
PBANKA_041840,179.6221667,0.111812759,0.354612135,0.348542728,0.162251411,0.022780967
PBANKA_041850,258.086534,0.331906313,0.037141554,0.591916004,0.013441209,0.025594919
PBANKA_050010,313.873396,0.118648954,0.033810225,0.802484388,0.01668942,0.028367014
PBANKA_050020,486.5922117,0.686845149,0.24440198,0.023364914,0.031365895,0.014022063
PBANKA_050025,80.83567833,0.477618928,0.231982342,0.108739608,0.162191192,0.01946793
PBANKA_050030,77.83180333,0.141130033,0.10101038,0.017359934,0.702689616,0.037810037
PBANKA_050040,32.40770633,0.519751377,0.405037921,0.051704832,0.021372694,0.002133176
PBANKA_050050,10.32919567,0.457309083,0.373512626,0.053579341,0.098368308,0.017230641
PBANKA_050060,407.490566,0.576355429,0.25999743,0.15456321,0.00575497,0.003328961
PBANKA_050070,1543.08316,0.55920447,0.299766086,0.117725023,0.010213772,0.013090649
PBANKA_050080,346.541911,0.324878886,0.560722942,0.081724026,0.024860211,0.007813935
PBANKA_050090,21.91477232,0.009622185,0.043017892,0.935062418,0.007983261,0.004314244
PBANKA_050095,249.1515442,0.30384319,0.480874001,0.105660794,0.109058624,0.000563391
PBANKA_050100,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
PBANKA_050110,2145.704233,0.160065863,0.496441207,0.138215694,0.178645544,0.026631692
PBANKA_050120,206.3585333,0.030053494,0.035677105,0.183238848,0.07693285,0.674097703
PBANKA_050130,212.9059267,0.064342502,0.336758122,0.31871823,0.249940435,0.030240711
PBANKA_050140,1383.753393,0.061344312,0.006906722,0.915192336,0.004364752,0.012191879
PBANKA_050150,209.0635867,0.059105463,0.444294731,0.395996746,0.074902809,0.025700251
PBANKA_050160,172.9119917,0.038604523,0.014035204,0.391194384,0.056195553,0.499970337
PBANKA_050170,241.884545,0.049041848,0.026172735,0.205395926,0.570451907,0.148937585
PBANKA_050180,1911.278517,0.047613783,0.008840234,0.231169867,0.048600714,0.663775402
PBANKA_050190,209.9906567,0.190350612,0.369528108,0.236595289,0.042752807,0.160773185
PBANKA_050200,416.4578,0.084289092,0.051734053,0.043793753,0.794656746,0.025526356
PBANKA_050210,84.31162,0.224862836,0.512138185,0.114809975,0.105449581,0.042739423
PBANKA_050220,467.0211133,0.105837506,0.590359819,0.219651097,0.057475881,0.026675696
PBANKA_050230,163.751645,0.28762795,0.440234051,0.226815737,0.01972313,0.025599132
PBANKA_050240,199.51171,0.169375772,0.257925462,0.174096047,0.379552909,0.019049809
PBANKA_050250,324.39866,0.101076558,0.027922403,0.488332782,0.31964682,0.063021438
PBANKA_050260,335.7523,0.156783736,0.260854356,0.436486958,0.045891123,0.099983827
PBANKA_050265,1273.315225,0.045289532,0.004863858,0.032737102,0.844178236,0.072931273
PBANKA_050270,858.0581167,0.218267267,0.394050232,0.102242434,0.212429084,0.073010983
PBANKA_050280,204.44345,0.321166073,0.125796889,0.117269348,0.068945471,0.366822219
PBANKA_050290,432.5961167,0.40006716,0.170144153,0.135798491,0.124843585,0.16914661
PBANKA_050300,105.0136517,0.154115534,0.27735632,0.127787195,0.184140345,0.256600606
PBANKA_050310,110.8458333,0.177412172,0.203984663,0.112483705,0.300358606,0.205760854
PBANKA_050320,359.60115,0.19251023,0.282152602,0.377315256,0.039624317,0.108397596
PBANKA_050330,254.3722267,0.112275622,0.038150549,0.348464536,0.413474778,0.087634515
PBANKA_050340,99.28652333,0.075754843,0.049618365,0.400412349,0.336347763,0.13786668
PBANKA_050350,207.4716317,0.113587409,0.01995627,0.16685486,0.574555659,0.125045802
PBANKA_050360,5110.691167,0.435978213,0.315667675,0.089983817,0.069183206,0.089187089
PBANKA_050370,285.973425,0.031994844,0.294553069,0.130450233,0.071053805,0.471948049
PBANKA_050380,314.503255,0.017331951,0.025270708,0.039932814,0.165086686,0.752377841
PBANKA_050390,104.894065,0.081771547,0.105198087,0.626987332,0.111502019,0.074541014
PBANKA_050400,233.1892,0.127514911,0.263670873,0.082139739,0.271326888,0.255347589
PBANKA_050410,724.4781833,0.035154406,0.040895572,0.474244094,0.239578643,0.210127284
PBANKA_050420,456.10795,0.316570343,0.171654539,0.099746233,0.086833062,0.325195823
PBANKA_050430,1719.750382,0.036680614,0.004016813,0.03101863,0.494826464,0.43345748
PBANKA_050440,723.93957,0.087923775,0.003660969,0.05650741,0.574483724,0.277424123
PBANKA_050450,199.3795833,0.053277772,0.122244964,0.143440213,0.095481943,0.585555107
PBANKA_050460,189.18307,0.139681368,0.351847816,0.154798735,0.015818382,0.337853699
PBANKA_050470,179.0669033,0.154053315,0.448222416,0.235993359,0.016996832,0.144734079
PBANKA_050480,184.9435833,0.150793553,0.309815561,0.199897987,0.174796008,0.164696892
PBANKA_050490,191.1994183,0.399160472,0.309813704,0.108550801,0.033720735,0.148754288
PBANKA_050500,57.70713367,0.020126039,0.021809366,0.040276996,0.061218168,0.856569431
PBANKA_050510,1697.7773,0.149286069,0.258030603,0.456430299,0.072970112,0.063282917
PBANKA_050520,646.4928,0.050627401,0.153389334,0.217863215,0.0913335,0.48678655
PBANKA_050530,119.5717483,0.176565119,0.323423388,0.290587037,0.062663757,0.146760699
PBANKA_050540,521.4993667,0.060226056,0.083398663,0.210769192,0.199677136,0.445928953
PBANKA_050550,310.146,0.144518066,0.174636139,0.189211694,0.284444262,0.20718984
PBANKA_050560,342.8294333,0.147296279,0.359403213,0.362839324,0.04291026,0.087550923
PBANKA_050570,600.579,0.157470624,0.112306125,0.080952298,0.095881641,0.553389313
PBANKA_050580,577.1711833,0.106843172,0.185999584,0.132010489,0.356262589,0.218884166
PBANKA_050590,212.7520767,0.255757786,0.260748571,0.421285195,0.033587921,0.028620528
PBANKA_050600,414.3711067,0.037308719,0.061144949,0.369658978,0.009538274,0.522349081
PBANKA_050610,676.05529,0.065651435,0.22289671,0.405039357,0.008395896,0.298016602
PBANKA_050620,252.2343017,0.362838636,0.116493077,0.152544677,0.035130967,0.332992643
PBANKA_050630,321.7867333,0.223376207,0.163790003,0.052036639,0.164379835,0.396417317
PBANKA_050640,356.9962267,0.313123758,0.341464393,0.269352987,0.053474375,0.022584487
PBANKA_050650,367.3451833,0.230280412,0.284370137,0.137557132,0.222266695,0.125525624
PBANKA_050660,867.3006833,0.078930585,0.296426608,0.284288949,0.309970931,0.030382927
PBANKA_050670,223.3808933,0.055398024,0.331298478,0.159149243,0.356163183,0.097991073
PBANKA_050680,128.6560483,0.196890471,0.548946986,0.073020236,0.070068839,0.111073467
PBANKA_050690,424.42317,0.048932531,0.005726879,0.447955044,0.22166615,0.275719396
PBANKA_050700,151.7623583,0.048584215,0.30595169,0.449772926,0.152808972,0.042882197
PBANKA_050710,510.3091667,0.062228257,0.322789616,0.370615526,0.176721007,0.067645594
PBANKA_050720,236.4184233,0.034178978,0.069702055,0.186770131,0.090067008,0.619281828
PBANKA_050730,41.62472467,0.098068877,0.379884795,0.273727696,0.152875366,0.095443266
PBANKA_050740,288.8708667,0.109339513,0.397871552,0.1024662,0.082400487,0.307922248
PBANKA_050750,691.8338633,0.049950619,0.390356001,0.151468446,0.300854022,0.107370913
PBANKA_050760,127.055616,0.027094953,0.369337472,0.21924572,0.219483805,0.16483805
PBANKA_050770,562.3091333,0.065429224,0.178557921,0.157617305,0.205589671,0.392805879
PBANKA_050780,178.68755,0.113371357,0.062559199,0.133466489,0.642873552,0.047729403
PBANKA_050790,36.68764933,0.094028919,0.021627196,0.122836161,0.742023555,0.019484168
PBANKA_050800,6.386327233,0.075720126,0.344452284,0.377254392,0.065538687,0.137034512
PBANKA_050810,660.1603167,0.300277819,0.307207196,0.289496347,0.029889482,0.073129156
PBANKA_050820,242.09701,0.209685572,0.258222727,0.203886863,0.033063234,0.295141605
PBANKA_050830,559.924025,0.006076583,0.006243535,0.019535061,0.011211423,0.956933398
PBANKA_050840,304.2668167,0.122033025,0.274415399,0.351637097,0.16723332,0.084681159
PBANKA_050850,609.9579167,0.093969188,0.297510689,0.282259637,0.242656085,0.083604402
PBANKA_050860,267.9068167,0.084670298,0.118203226,0.178892238,0.387873669,0.230360569
PBANKA_050870,226.8440167,0.085996978,0.205844089,0.160987054,0.255804852,0.291367027
PBANKA_050880,237.1357167,0.153040421,0.130726828,0.063773607,0.163857645,0.488601499
PBANKA_050890,425.9103,0.114805042,0.184886935,0.132697542,0.06946897,0.49814151
PBANKA_050900,899.5872333,0.30435014,0.428936723,0.126402972,0.100408606,0.039901559
PBANKA_050910,114.9500217,0.130303151,0.3792048,0.084264055,0.083111337,0.323116657
PBANKA_050920,595.64395,0.260486991,0.209249166,0.18821504,0.104730855,0.237317948
PBANKA_050930,335.1441,0.055428247,0.142391885,0.283827166,0.181750328,0.336602375
PBANKA_050940,94.76923,0.05916968,0.55318166,0.094231693,0.113766884,0.179650083
PBANKA_050950,524.3185,0.083330647,0.193930884,0.100624716,0.126081857,0.496031897
PBANKA_050960,232.6308017,0.05660149,0.018421615,0.673590938,0.047553247,0.20383271
PBANKA_050970,32.10448367,0.111393787,0.174496187,0.430430532,0.233475956,0.050203538
PBANKA_050980,2351.470033,0.050061323,0.48267466,0.159984178,0.223135312,0.084144527
PBANKA_050990,622.3585,0.047718638,0.492524003,0.166440243,0.202110199,0.091206917
PBANKA_051000,1430.433667,0.064357056,0.120303027,0.354598407,0.349748829,0.11099268
PBANKA_051010,314.67496,0.060027496,0.015365887,0.571575508,0.102381041,0.250650068
PBANKA_051020,1207.994333,0.281683441,0.296904538,0.103094027,0.14726228,0.171055714
PBANKA_051030,2723.01825,0.046341592,0.033227504,0.02490771,0.817884713,0.077638481
PBANKA_051040,387.59089,0.028245955,0.146058386,0.025140593,0.195532072,0.605022992
PBANKA_051050,75.09852,0.044745622,0.112207604,0.038806957,0.13902764,0.665212177
PBANKA_051060,78.18624833,0.09093108,0.03444231,0.086076006,0.595703221,0.192847382
PBANKA_051070,5046.290288,0.00538337,0.011337021,0.023187647,0.002857427,0.957234534
PBANKA_051080,210.646125,0.130078965,0.040013197,0.560633859,0.02890497,0.240369008
PBANKA_051090,3359.835333,0.429982382,0.298389921,0.064482327,0.040932363,0.166213007
PBANKA_051100,344.10486,0.032415744,0.021026599,0.022535849,0.00486885,0.919152958
PBANKA_051110,74.36599833,0.042517415,0.064179398,0.507836926,0.027485411,0.357980851
PBANKA_051120,351.8052,0.396256081,0.167160406,0.111879671,0.04326002,0.281443822
PBANKA_051130,202.5262,0.212547068,0.193040703,0.115469505,0.082439457,0.396503267
PBANKA_051140,4395.507267,0.145602194,0.011257973,0.76608109,0.029890065,0.047168678
PBANKA_051150,556.7657167,0.205953773,0.350193976,0.291073058,0.084934917,0.067844275
PBANKA_051160,707.8120167,0.233225766,0.325673335,0.23715972,0.023208069,0.180733109
PBANKA_051170,823.0525167,0.057118834,0.033399631,0.069579278,0.597342199,0.242560059
PBANKA_051180,592.8549667,0.105885678,0.072955027,0.552986006,0.214657053,0.053516237
PBANKA_051190,2593.217217,0.485466467,0.326665462,0.092764501,0.034981354,0.060122216
PBANKA_051200,1098.971153,0.054026532,0.0043151,0.035065206,0.832196093,0.07439707
PBANKA_051210,211.8668917,0.269291722,0.138511731,0.054970835,0.033824893,0.503400818
PBANKA_051220,197.1195583,0.218319787,0.093635559,0.056189122,0.295725348,0.336130184
PBANKA_051230,240.3913833,0.064867758,0.234160223,0.204317432,0.174479008,0.32217558
PBANKA_051240,470.7833,0.366664344,0.126617809,0.038821046,0.1285241,0.339372701
PBANKA_051250,601.2466333,0.293741021,0.062647419,0.02927559,0.150597267,0.463738702
PBANKA_051260,389.6521667,0.15697064,0.150525533,0.271413479,0.082965534,0.338124815
PBANKA_051270,1361.50525,0.093663539,0.077599664,0.524953907,0.224902181,0.078880709
PBANKA_051280,381.1485167,0.107807713,0.071523301,0.508795106,0.203287686,0.108586194
PBANKA_051290,1479.318983,0.059336526,0.222705518,0.453593855,0.138453236,0.125910865
PBANKA_051300,1071.884097,0.007407779,0.00164612,0.060667334,0.024305193,0.905973575
PBANKA_051310,96.232615,0.081216228,0.156281735,0.073811722,0.062725823,0.625964492
PBANKA_051320,262.1181667,0.288761557,0.189874096,0.05332118,0.059196774,0.408846392
PBANKA_051330,128.80396,0.150032654,0.229740607,0.047436003,0.043337293,0.529453442
PBANKA_051340,327.12975,0.182015087,0.290403273,0.395838349,0.064754276,0.066989016
PBANKA_051350,196.9490917,0.042805859,0.243388784,0.083267457,0.529266214,0.101271686
PBANKA_051360,2058.428767,0.111285852,0.777126722,0.051905002,0.044293226,0.015389197
PBANKA_051370,89.807715,0.014081697,0.029372421,0.064984673,0.023312863,0.868248346
PBANKA_051380,413.9663167,0.112677887,0.217054133,0.361029374,0.061011003,0.248227603
PBANKA_051390,517.6840833,0.062077435,0.045553651,0.620856446,0.138571674,0.132940794
PBANKA_051400,578.8163667,0.153156778,0.153410313,0.123331775,0.164641509,0.405459624
PBANKA_051410,315.0264167,0.301608833,0.253867282,0.140483298,0.048112314,0.255928273
PBANKA_051420,171.6618983,0.092774519,0.04822599,0.616733539,0.107222978,0.135042974
PBANKA_051430,568.9085333,0.206870425,0.129089995,0.098633694,0.346446728,0.218959158
PBANKA_051440,82.94457667,0.15527718,0.212567243,0.133635018,0.318815902,0.179704657
PBANKA_051450,625.1225333,0.191240907,0.422218823,0.210833865,0.092414362,0.083292044
PBANKA_051460,113.156785,0.388480019,0.374333276,0.143693549,0.031261625,0.062231531
PBANKA_051470,217.441315,0.382404788,0.428717974,0.130716649,0.01908554,0.039075049
PBANKA_051480,260.9794167,0.109048255,0.137239942,0.257691587,0.31416309,0.181857126
PBANKA_051490,59429.9099,0.032119433,0.001423574,0.017490217,0.598255997,0.350710779
PBANKA_051500,41026.80017,0.034893777,0.002099993,0.0259208,0.71630373,0.2207817
PBANKA_051510,126.5367633,0.087858893,0.353641889,0.182333967,0.218700868,0.157464383
PBANKA_051520,107.11306,0.103232696,0.100459739,0.63460002,0.064049706,0.097657839
PBANKA_051530,343.4072833,0.055347836,0.072680025,0.398979598,0.081398244,0.391594296
PBANKA_051535,45.37007,0.04491353,0.078529744,0.08086807,0.329030791,0.466657865
PBANKA_051540,268.321,0.159296701,0.152251594,0.19462994,0.192331759,0.301490006
PBANKA_051550,567.2852833,0.132513926,0.217546892,0.372751605,0.046059894,0.231127683
PBANKA_051560,49.179535,0.113821735,0.086506715,0.696691215,0.034390016,0.068590319
PBANKA_051570,35.65718167,0.054196516,0.326531696,0.149254365,0.298618665,0.171398758
PBANKA_051580,183.5684667,0.333399309,0.251858071,0.13159368,0.074833931,0.208315008
PBANKA_051590,470.6321,0.232956061,0.189880163,0.227908381,0.10677491,0.242480485
PBANKA_051600,1257.327067,0.040888247,0.003738208,0.023980037,0.864298184,0.067095324
PBANKA_051610,106.398985,0.096155664,0.382665305,0.165591805,0.230059056,0.125528171
PBANKA_051620,310.8757167,0.092020697,0.374422941,0.373897007,0.121364095,0.038295261
PBANKA_051630,692.27348,0.203161762,0.445512516,0.147592394,0.159988795,0.043744533
PBANKA_051640,157.4921133,0.171865114,0.26617936,0.12903281,0.379941247,0.052981468
PBANKA_051650,447.3653333,0.335017018,0.222152663,0.259595439,0.073986287,0.109248593
PBANKA_051660,257.92376,0.166065158,0.440820187,0.087845145,0.268650899,0.036618612
PBANKA_051670,73.889105,0.308819548,0.447718916,0.141309331,0.053096394,0.049055811
PBANKA_051680,157.74847,0.168105592,0.503438797,0.136435555,0.129616154,0.062403902
PBANKA_051690,583.8355333,0.224045031,0.28401149,0.094540152,0.039635905,0.357767421
PBANKA_051700,5047.028833,0.444017673,0.321805176,0.139399838,0.066083435,0.028693879
PBANKA_051710,273.9355333,0.436425675,0.352847069,0.082910748,0.105781458,0.022035051
PBANKA_051720,575.19908,0.591111863,0.277887266,0.057977492,0.058125354,0.014898025
PBANKA_051730,137.1196367,0.386032966,0.378753921,0.134173707,0.030026917,0.071012489
PBANKA_051740,303.4961167,0.201666666,0.307427657,0.325645188,0.059464188,0.105796302
PBANKA_051750,569.8798833,0.503597352,0.158025582,0.132568901,0.118476019,0.087332146
PBANKA_051760,1846.278353,0.039697075,0.002655326,0.017927633,0.908221665,0.031498302
PBANKA_051770,596.4750167,0.156176365,0.299324356,0.163034406,0.299645408,0.081819465
PBANKA_051780,222.7759167,0.173158529,0.379828535,0.254658586,0.135629338,0.056725013
PBANKA_051790,166.8093167,0.101200582,0.213195526,0.202486592,0.332854909,0.15026239
PBANKA_051800,331.1721,0.09227755,0.214692753,0.157294047,0.42278018,0.112955469
PBANKA_051810,425.1482783,0.003238952,0.007753683,0.005661319,0.010320505,0.973025541
PBANKA_051820,133.469735,0.036985726,0.484518831,0.205733157,0.199131286,0.073631
PBANKA_051830,70.24011433,0.077281053,0.45257899,0.278461961,0.169949894,0.021728101
PBANKA_051840,179.1514667,0.095611274,0.290397288,0.404146566,0.166941698,0.042903175
PBANKA_051850,1253.262617,0.045766585,0.021345327,0.13630543,0.729968714,0.066613945
PBANKA_051860,77.398541,0.109107354,0.58150967,0.055732252,0.235309345,0.018341379
PBANKA_051870,440.00876,0.464155532,0.31772322,0.140218004,0.054028015,0.023875229
PBANKA_051880,90.19865717,0.48354711,0.421316694,0.03749945,0.011263366,0.046373381
PBANKA_051890,33.7627,0.078155331,0.26538858,0.473178982,0.065523492,0.117753616
PBANKA_051900,1211.447792,0.111530848,0.002501664,0.814548103,0.014589774,0.056829611
PBANKA_051910,2527.48914,0.108659023,0.000855608,0.873475563,0.008429294,0.008580512
PBANKA_051920,675.370985,0.143021468,0.001542626,0.806108808,0.017687094,0.031640003
PBANKA_051930,411.7926488,0.082592052,0.000971097,0.878897428,0.016995677,0.020543745
PBANKA_051940,890.799989,0.10968012,0.001234878,0.854653131,0.01900348,0.01542839
PBANKA_051950,137.82081,0.204713642,0.357666596,0.232345536,0.058197089,0.147077136
PBANKA_051960,209.9015833,0.160160059,0.397015585,0.116011274,0.210400747,0.116412335
PBANKA_051970,458.48505,0.16287205,0.583698422,0.089217195,0.138291532,0.025920802
PBANKA_051980,343.0167,0.120117184,0.280933406,0.39463239,0.167459631,0.036857389
PBANKA_051990,522.5131,0.348548678,0.290723812,0.144975217,0.051969415,0.163782879
PBANKA_052000,103.4767367,0.136640857,0.418794614,0.261461183,0.108564498,0.074538847
PBANKA_052010,78.93827167,0.142826791,0.056442077,0.135666196,0.565171356,0.099893581
PBANKA_052020,1453.239433,0.348288787,0.229585705,0.141444689,0.20433522,0.076345598
PBANKA_052030,106.7256767,0.107619838,0.311565605,0.356547751,0.07110838,0.153158426
PBANKA_052040,195.76915,0.084730664,0.062568081,0.669232103,0.096768566,0.086700586
PBANKA_052050,102.8789067,0.201664274,0.405791637,0.286199581,0.062284682,0.044059825
PBANKA_052060,1494.635083,0.337560991,0.412062119,0.159603841,0.040455393,0.050317656
PBANKA_052070,69.474715,0.264117672,0.149293667,0.113404136,0.43333751,0.039847015
PBANKA_052080,304.5886333,0.20773395,0.266085274,0.283191132,0.169213964,0.073775679
PBANKA_052090,9510.9685,0.239324733,0.247277656,0.440146027,0.045225731,0.028025852
PBANKA_052100,125.2307033,0.221541517,0.497970932,0.203812239,0.048337188,0.028338125
PBANKA_052110,1282.390167,0.239570614,0.214850758,0.181225267,0.261712861,0.102640499
PBANKA_052120,168.03807,0.065122564,0.031364797,0.140679728,0.699151091,0.063681819
PBANKA_052130,199.094105,0.407922676,0.344113905,0.181043281,0.016778473,0.050141665
PBANKA_052140,283.5023,0.487117918,0.212943246,0.106524004,0.062947461,0.130467372
PBANKA_052150,38.89769833,0.046386935,0.075505367,0.090981604,0.637662408,0.149463685
PBANKA_052160,201.00321,0.132501367,0.563478563,0.161341453,0.08460835,0.058070267
PBANKA_052170,270.9120383,0.285298691,0.206996708,0.177992275,0.030237434,0.299474892
PBANKA_052180,170.51594,0.086208069,0.512658523,0.203551058,0.110625728,0.086956621
PBANKA_052190,393.8019,0.059188516,0.171256919,0.201587016,0.437071279,0.13089627
PBANKA_052200,374.64805,0.083110936,0.13372297,0.450668301,0.138314479,0.194183314
PBANKA_052210,37.5835965,0.11750512,0.026552714,0.18547706,0.27592064,0.394544466
PBANKA_052220,1769.705018,0.042144114,0.002513263,0.030348391,0.907501523,0.017492708
PBANKA_052230,6808.947017,0.034797304,0.001979065,0.055237763,0.583376547,0.324609321
PBANKA_052240,262.40791,0.020022434,0.06227962,0.055413154,0.317706696,0.544578096
PBANKA_052250,333.1081333,0.268696531,0.276685979,0.166246016,0.103113814,0.18525766
PBANKA_052260,249.06126,0.238488113,0.340386538,0.227161181,0.037548031,0.156416136
PBANKA_052270,3200.011867,0.072664887,0.235876782,0.351869008,0.309449009,0.030140315
PBANKA_052280,5462.225,0.370137627,0.283402826,0.112283914,0.059284998,0.174890635
PBANKA_052290,259.6688767,0.343477051,0.344468506,0.218505586,0.02545977,0.068089087
PBANKA_052300,278.4837,0.198881479,0.391169393,0.23323699,0.108493064,0.068219074
PBANKA_052310,235.9412833,0.320736791,0.36366993,0.121656751,0.084045911,0.109890618
PBANKA_052320,129.0516933,0.079844477,0.322402201,0.217759638,0.064032441,0.315961242
PBANKA_052330,235.57886,0.071676041,0.497525542,0.236972664,0.167440746,0.026385008
PBANKA_052340,277.1868667,0.106044346,0.319502511,0.322233882,0.120591211,0.13162805
PBANKA_052350,294.4076,0.141938082,0.452490017,0.256480132,0.10022924,0.048862529
PBANKA_052360,757.4304833,0.089490589,0.202016559,0.135967659,0.517019065,0.055506128
PBANKA_052370,3770.938963,0.075278864,0.000747859,0.724010658,0.028566493,0.171396127
PBANKA_052380,788.3532112,0.064296624,0.001104447,0.845952031,0.041896195,0.046750703
PBANKA_052390,7225.88,0.067066226,0.006457553,0.357000116,0.539310091,0.030166014
PBANKA_052400,220.8086667,0.157650968,0.284039802,0.300651243,0.051391325,0.206266662
PBANKA_052410,240.5235433,0.565042399,0.254936582,0.091015415,0.050005084,0.03900052
PBANKA_052420,4358.4478,0.277637832,0.337117723,0.284712599,0.082281472,0.018250373
PBANKA_052430,3232.994667,0.48760829,0.147978902,0.264458525,0.067534136,0.032420148
PBANKA_052440,258.94355,0.452204737,0.298869194,0.165913382,0.059243414,0.023769273
PBANKA_052450,88.79136667,0.259182293,0.04679875,0.630763464,0.023281824,0.039973669
PBANKA_052460,391.4418167,0.145449586,0.280556382,0.248466045,0.207644397,0.11788359
PBANKA_052470,836.4383167,0.530592025,0.216789447,0.156503471,0.043554975,0.052560082
PBANKA_052480,8829.634,0.312583455,0.370132556,0.26295484,0.039114135,0.015215013
PBANKA_060010,25.78597867,0.361394466,0.250096771,0.044665165,0.29219814,0.051645458
PBANKA_060020,32.695886,0.3008484,0.284318798,0.019716089,0.37637151,0.018745202
PBANKA_060030,54.51200567,0.270716511,0.37356358,0.116061406,0.223136167,0.016522336
PBANKA_060040,244.1602067,0.248344932,0.428049892,0.120577593,0.161041189,0.041986394
PBANKA_060050,214.5322,0.349198395,0.191515306,0.107110028,0.060495581,0.291680689
PBANKA_060060,4218.192517,0.078271558,0.005732408,0.019121662,0.872673541,0.024200832
PBANKA_060070,447.462575,0.071957415,0.024206326,0.047779415,0.48998623,0.366070615
PBANKA_060080,408.4551667,0.143146188,0.246791223,0.28653818,0.210188674,0.113335735
PBANKA_060090,279.24725,0.074640663,0.095211502,0.250785639,0.478208827,0.101153369
PBANKA_060100,91.80237667,0.149411164,0.243313417,0.187546887,0.261166986,0.158561545
PBANKA_060110,917.5863667,0.07005455,0.271050235,0.231383124,0.355591595,0.071920496
PBANKA_060120,11.03096067,0.203783067,0.047824574,0.27241825,0.37004574,0.105928369
PBANKA_060140,229.3902267,0.048577309,0.345027341,0.078272733,0.252555224,0.275567393
PBANKA_060150,139.7086667,0.132089515,0.186174921,0.204016334,0.271629892,0.206089338
PBANKA_060160,420.8170167,0.069827499,0.322058031,0.349287206,0.028496115,0.230331148
PBANKA_060170,402.9468667,0.343365866,0.197956993,0.038441793,0.036691066,0.383544282
PBANKA_060180,444.9640833,0.072572037,0.26927061,0.111943867,0.145330943,0.400882543
PBANKA_060190,9671.178667,0.086150771,0.074304594,0.667882398,0.083820652,0.087841585
PBANKA_060200,259.8810667,0.119185481,0.142001495,0.344841012,0.294715968,0.099256044
PBANKA_060210,548.0837167,0.147689573,0.377978753,0.120143872,0.180712174,0.173475627
PBANKA_060220,776.0153167,0.190050373,0.297579822,0.106199901,0.130697678,0.275472226
PBANKA_060230,190.4402,0.100623188,0.322174362,0.269536841,0.127331834,0.180333774
