Gene,Total,Ring,Tro,Sch,Gam,Ook
PBANKA_112420,114.5335133,0.130654771,0.224287628,0.558753924,0.044556828,0.041746849
PBANKA_112430,301.8510333,0.130638281,0.208744026,0.421454578,0.041807377,0.197355738
PBANKA_112440,247.5528333,0.072680041,0.299939205,0.211674612,0.303090855,0.112615287
PBANKA_112450,276.4733667,0.172958251,0.180308869,0.331982068,0.21426024,0.100490572
PBANKA_112460,1357.23315,0.043634102,0.162797379,0.185006902,0.105795382,0.502766234
PBANKA_112470,826.8930533,0.00533208,0.004712363,0.005796263,0.043241444,0.940917849
PBANKA_112480,90.84841167,0.28804191,0.420177957,0.099497061,0.088132691,0.104150381
PBANKA_112490,236.2647,0.104198596,0.475843408,0.117427826,0.249756735,0.052773436
PBANKA_112500,211.95266,0.283887449,0.456265328,0.094733654,0.122191437,0.042922132
PBANKA_112510,43.71645433,0.032099275,0.038820955,0.065620029,0.046812237,0.816647504
PBANKA_112520,135.346775,0.071653573,0.012022045,0.369040563,0.180468282,0.366815537
PBANKA_112530,37.50051667,0.21462011,0.142343639,0.27850283,0.281579454,0.082953968
PBANKA_112540,173.4813333,0.141544912,0.349111047,0.231747988,0.238909566,0.038686487
PBANKA_112550,277.1154633,0.192485289,0.440534781,0.217741007,0.115165352,0.034073571
PBANKA_112560,2066.942,0.313161182,0.467316451,0.07964326,0.064808059,0.075071047
PBANKA_112570,207.879428,0.088574662,0.519558386,0.304217452,0.077208939,0.010440562
PBANKA_112580,518.2692333,0.06004659,0.010896846,0.055118263,0.810532389,0.063405912
PBANKA_112590,324.5776667,0.209928646,0.150344448,0.184490204,0.401241408,0.053995294
PBANKA_112600,446.1551167,0.164584799,0.236138724,0.177002789,0.140082894,0.282190794
PBANKA_112610,154.5348,0.125071181,0.45119287,0.124478111,0.211334599,0.087923238
PBANKA_112620,1038.432317,0.091172191,0.605375516,0.120336683,0.129332936,0.053782674
PBANKA_112630,225.8818,0.065609093,0.207368633,0.116343592,0.479091277,0.131587405
PBANKA_112640,343.5257167,0.3215653,0.343917484,0.128129418,0.081138176,0.125249623
PBANKA_112650,499.7435667,0.303656735,0.381426621,0.255085525,0.026454868,0.033376251
PBANKA_112660,380.4666333,0.210476013,0.317736141,0.20686111,0.083898159,0.181028577
PBANKA_112670,111.43493,0.147065646,0.636448553,0.083721505,0.080647603,0.052116693
PBANKA_112680,75.04025467,0.108770953,0.016458366,0.671832075,0.079101944,0.123836662
PBANKA_112690,225.6140483,0.385666365,0.363350379,0.197505432,0.018593412,0.034884412
PBANKA_112700,3918.502867,0.345277277,0.242793493,0.340475698,0.026924824,0.044528707
PBANKA_112710,57.04230833,0.09709118,0.07407344,0.196969764,0.461653828,0.170211789
PBANKA_112720,31.383365,0.149642016,0.243050419,0.121674492,0.420965056,0.064668018
PBANKA_112730,162.2725567,0.176045479,0.424780699,0.296293785,0.077829858,0.025050179
PBANKA_112740,141.273493,0.438539804,0.332746781,0.113502184,0.104238592,0.010972639
PBANKA_112750,127.6849867,0.206013257,0.50892201,0.115084399,0.137728017,0.032252317
PBANKA_112760,105.6336027,0.258252103,0.551207178,0.137140547,0.02868964,0.024710533
PBANKA_112770,458.6496867,0.429743017,0.438553663,0.102469164,0.018543194,0.010690963
PBANKA_112780,446.8231833,0.135899394,0.401505577,0.224479288,0.189820724,0.048295017
PBANKA_112790,97.796758,0.47883029,0.388049162,0.078512265,0.038837484,0.015770799
PBANKA_112800,7.645238333,0.478831377,0.148908373,0.076670599,0,0.295589651
PBANKA_112810,154.4097733,0.052926961,0.103455887,0.349329248,0.223370252,0.270917653
PBANKA_112820,359.33869,0.627812997,0.249605741,0.033110406,0.058084477,0.031386378
PBANKA_112830,250.9450383,0.237349781,0.589129002,0.06575404,0.029718958,0.078048219
PBANKA_112840,148.30328,0.461515079,0.279091939,0.052874387,0.041574772,0.164943823
PBANKA_112850,175.2474783,0.254178978,0.327440375,0.368851242,0.006785946,0.042743459
PBANKA_112860,127.7981,0.116350321,0.337044917,0.208614604,0.150211153,0.187779005
PBANKA_112870,435.1587167,0.170588103,0.236660777,0.271381442,0.147017508,0.17435217
PBANKA_112880,904.8754317,0.038703173,0.010614903,0.04827134,0.759014972,0.143395612
PBANKA_112890,361.0699467,0.023370624,0.023298533,0.065582999,0.093559434,0.79418841
PBANKA_112900,3053.560955,0.034952749,0.003001776,0.018849632,0.77935893,0.163836913
PBANKA_112910,74.86552633,0.071816499,0.366493116,0.356270787,0.191737782,0.013681816
PBANKA_112920,175.5073767,0.054702686,0.027311587,0.607177613,0.182948151,0.127859963
PBANKA_112930,146.4153217,0.432297995,0.183713697,0.048876408,0.109012157,0.226099743
PBANKA_112940,250.3562833,0.064071889,0.397237284,0.357521484,0.108230757,0.072938586
PBANKA_112950,213.741955,0.140936766,0.174407266,0.040845771,0.10250608,0.541304116
PBANKA_112960,431.63031,0.137526602,0.011958868,0.123690456,0.567339675,0.159484398
PBANKA_112970,358.762915,0.097809162,0.0727355,0.055737088,0.025973741,0.74774451
PBANKA_112980,2135.826283,0.03015889,0.006236603,0.135619878,0.298326697,0.529657932
PBANKA_112990,154.48675,0.169244612,0.458262602,0.245298707,0.088972355,0.038221725
PBANKA_113000,184.3885533,0.277504211,0.407096583,0.163708101,0.04644361,0.105247495
PBANKA_113010,469.1292333,0.075826014,0.205947835,0.059052278,0.117360838,0.541813034
PBANKA_113020,840.9355833,0.131778108,0.189774346,0.467910394,0.098170123,0.112367029
PBANKA_113030,461.8802333,0.259383259,0.284523975,0.069326089,0.06927456,0.317492118
PBANKA_113040,1251.184733,0.110289869,0.509975052,0.203109096,0.082802161,0.093823822
PBANKA_113050,766.1709167,0.106957401,0.537658753,0.181596556,0.07946843,0.094318859
PBANKA_113060,80.80288667,0.055053912,0.119459903,0.056519639,0.410740895,0.358225651
PBANKA_113070,180.4004,0.077002601,0.453464626,0.13380569,0.156009078,0.179718005
PBANKA_113080,431.3385833,0.107738217,0.139541192,0.238996589,0.032669116,0.481054887
PBANKA_113090,541.9982167,0.386709852,0.173414869,0.116963853,0.100453744,0.222457682
PBANKA_113100,973.1186833,0.157532686,0.193477942,0.247998013,0.104595515,0.296395844
PBANKA_113110,410.89155,0.210653517,0.207496114,0.072794756,0.109616881,0.399438733
PBANKA_113120,360.6412167,0.265604694,0.206763389,0.122488495,0.063875256,0.341268166
PBANKA_113130,310.4965067,0.004961618,0.030296186,0.009506758,0.0447625,0.910472938
PBANKA_113140,524.9035917,0.044220501,0.006783389,0.088174287,0.516334817,0.344487006
PBANKA_113150,288.7913833,0.059868303,0.143899203,0.19754,0.20031311,0.398379384
PBANKA_113160,270.6455167,0.07879495,0.237177215,0.453663528,0.136552789,0.093811518
PBANKA_113170,107.61677,0.205817365,0.313190965,0.184602734,0.225635837,0.070753099
PBANKA_113180,99.057,0.263995982,0.218159746,0.210759966,0.14470204,0.162382265
PBANKA_113190,696.2479667,0.243742902,0.166004004,0.05731076,0.066670715,0.466271619
PBANKA_113200,139.0142333,0.220184648,0.334974692,0.175451818,0.11106093,0.158327912
PBANKA_113210,987.4878,0.281868799,0.194411009,0.121288587,0.110796609,0.291634995
PBANKA_113220,222.8072333,0.302919699,0.259920646,0.158712083,0.058824841,0.219622732
PBANKA_113230,208.3731383,0.149831213,0.02916314,0.114229455,0.622992968,0.083783224
PBANKA_113240,78.38331833,0.151614403,0.385109366,0.371575874,0.057962907,0.033737451
PBANKA_113250,414.0057333,0.273096097,0.26108793,0.054329441,0.073247657,0.338238875
PBANKA_113260,487.9349167,0.113126768,0.368823779,0.24332241,0.170670405,0.104056637
PBANKA_113270,63.83363667,0.08396075,0.30477192,0.300340087,0.239495207,0.071432037
PBANKA_113280,280.6821183,0.051842811,0.016358844,0.062370201,0.593187058,0.276241087
PBANKA_113290,220.8847,0.089172315,0.141257634,0.618725516,0.115902776,0.034941759
PBANKA_113300,124.1593867,0.289061109,0.386426683,0.109910337,0.163302595,0.051299276
PBANKA_113310,85.78867433,0.139100296,0.025079942,0.606884888,0.147627879,0.081306995
PBANKA_113320,475.5005333,0.060186683,0.197074017,0.049197316,0.170481933,0.523060051
PBANKA_113330,3592.651273,0.20170916,0.595703517,0.165878053,0.02485548,0.011853789
PBANKA_113340,3679.776679,0.2014084,0.593984416,0.167031468,0.026516416,0.0110593
PBANKA_113350,174.2115833,0.234554725,0.328891736,0.237415901,0.085678287,0.113459352
PBANKA_113360,246.95047,0.096691251,0.07270547,0.087215465,0.67869885,0.064688964
PBANKA_113370,225.5962783,0.242581573,0.300916755,0.358209367,0.046369315,0.05192299
PBANKA_113380,110.6282783,0.090167678,0.098610863,0.292456418,0.183550267,0.335214774
PBANKA_113390,256.8732217,0.086739929,0.635379581,0.141260345,0.072221814,0.064398331
PBANKA_113400,201.48949,0.495203745,0.304734505,0.109552612,0.023773994,0.066735143
PBANKA_113410,1091.8696,0.238784925,0.557447519,0.112060039,0.043481245,0.048226272
PBANKA_113420,202.886572,0.062047502,0.822469414,0.098711067,0.009264857,0.00750716
PBANKA_113430,50.53333333,0.151788325,0.290314314,0.435580805,0.064622691,0.057693865
PBANKA_113440,465.09025,0.471731024,0.245578251,0.057676763,0.042109892,0.182904071
PBANKA_113450,74.70968333,0.207740875,0.454362119,0.146142033,0.113557435,0.078197538
PBANKA_113460,103.9442,0.065809155,0.198139964,0.52679226,0.130299237,0.078959384
PBANKA_113470,1004.29335,0.07590108,0.104494867,0.620230633,0.141192312,0.058181108
PBANKA_113480,114.024645,0.479922564,0.287926351,0.058043855,0.072595227,0.101512002
PBANKA_113490,1434.191385,0.093219985,0.006172597,0.043086927,0.676019609,0.181500881
PBANKA_113500,2776.5443,0.435180883,0.324561362,0.160420095,0.047915317,0.031922343
PBANKA_113510,3664.011733,0.433999702,0.325891424,0.111522296,0.060715417,0.067871162
PBANKA_113520,246.2375,0.342280928,0.321213666,0.09600731,0.151665161,0.088832936
PBANKA_113530,130.7013617,0.535057547,0.282256049,0.06409654,0.027530547,0.091059317
PBANKA_113540,131.4485667,0.270439236,0.48788284,0.068630113,0.140743642,0.032304169
PBANKA_113550,520.1975167,0.092834065,0.153333104,0.383411096,0.309671797,0.060749938
PBANKA_113560,136.16519,0.237686666,0.530977117,0.168334139,0.034421279,0.0285808
PBANKA_113570,1380.8518,0.453616022,0.25924433,0.123710235,0.058392074,0.10503734
PBANKA_113580,263.0453167,0.079067935,0.126684255,0.088969461,0.510239079,0.19503927
PBANKA_113590,39.51359267,0.083106971,0.064760246,0.747966662,0.078778334,0.025387787
PBANKA_113600,133.0390643,0.066148917,0.005526204,0.696051197,0.16375942,0.068514262
PBANKA_113610,139.7308867,0.24353456,0.32223298,0.340178547,0.072287883,0.02176603
PBANKA_113620,1158.10985,0.069150306,0.423449036,0.400148138,0.080155263,0.027097257
PBANKA_113630,688.5055767,0.288015096,0.121676865,0.37700784,0.168747362,0.044552837
PBANKA_113640,350.6317833,0.139502898,0.345634668,0.282803228,0.1682617,0.063797506
PBANKA_113650,74.26952,0.140799348,0.374499526,0.279577679,0.150722665,0.054400782
PBANKA_113660,117.5640233,0.240095985,0.361017757,0.145219596,0.165056447,0.088610215
PBANKA_113670,40.45418833,0.103330586,0.064130443,0.190217511,0.521693819,0.120627642
PBANKA_113690,270.71235,0.281566578,0.170165861,0.380313828,0.133478395,0.034475339
PBANKA_113700,535.7298167,0.212106171,0.463738422,0.166463947,0.049980511,0.107710948
PBANKA_113710,118.4850787,0.467774935,0.423233462,0.055158718,0.037345631,0.016487255
PBANKA_113720,463.51941,0.263837926,0.315186369,0.330532005,0.059745718,0.030697981
PBANKA_113730,274.13825,0.21911572,0.271139835,0.384809489,0.063759253,0.061175702
PBANKA_113740,1183.865767,0.055830147,0.012220853,0.058333514,0.843529333,0.030086153
PBANKA_113750,203.7993183,0.068698954,0.024799421,0.095377895,0.788869174,0.022254556
PBANKA_113760,282.2618667,0.063239325,0.183614601,0.24633703,0.196727956,0.310081088
PBANKA_113770,773.256,0.054344292,0.13310178,0.343509782,0.336966671,0.132077475
PBANKA_113780,304.890715,0.051601932,0.419897995,0.506156772,0.015712597,0.006630704
PBANKA_113790,1077.550267,0.056378623,0.392445729,0.314321299,0.219977673,0.016876676
PBANKA_113800,858.1669167,0.047665611,0.184644149,0.369316265,0.287582165,0.110791811
PBANKA_113810,882.73253,0.004890626,0.009736539,0.005407306,0.060758438,0.91920709
PBANKA_113820,847.2130167,0.161034471,0.11135883,0.058702356,0.548456517,0.120447827
PBANKA_113830,664.4168167,0.249071059,0.205331197,0.24397787,0.157090018,0.144529856
PBANKA_113840,224.2280667,0.282338875,0.220801975,0.331678817,0.077312355,0.087867977
PBANKA_113850,55.555145,0.063142937,0.456240372,0.08658073,0.114652837,0.279383125
PBANKA_113860,1448.692013,0.058916905,0.016539126,0.028789729,0.886095863,0.009658377
PBANKA_113870,120.863475,0.088468828,0.691128978,0.179970417,0.021440017,0.018991759
PBANKA_113880,80.60239833,0.059522298,0.046729317,0.530185837,0.128331789,0.235230759
PBANKA_113890,194.7740567,0.097586687,0.006819902,0.046818171,0.81778345,0.03099179
PBANKA_113900,81.68872033,0.211860339,0.457110233,0.132934081,0.155638991,0.042456355
PBANKA_113910,120.1807117,0.323424196,0.403057607,0.173138848,0.078418948,0.021960401
PBANKA_113920,118.5809867,0.120083332,0.417259557,0.291424038,0.121148849,0.050084224
PBANKA_113930,111.9774783,0.102826436,0.447988745,0.222113414,0.143109134,0.083962271
PBANKA_113940,82.22523567,0.216524767,0.5051375,0.147763274,0.113448139,0.01712632
PBANKA_113950,100.6328,0.22489735,0.291196807,0.136974227,0.30472669,0.042204927
PBANKA_113960,87.65416767,0.092990901,0.571759465,0.192908682,0.117417406,0.024923546
PBANKA_113970,93.29780667,0.174013201,0.429289299,0.273052507,0.096360893,0.0272841
PBANKA_113980,75.25971133,0.075203052,0.013412063,0.082502442,0.641400281,0.187482161
PBANKA_113990,1808.44,0.262475393,0.313662328,0.301251355,0.062208036,0.060402889
PBANKA_114000,107.0394333,0.144216477,0.221779948,0.453111984,0.116845256,0.064046334
PBANKA_114010,171.1205567,0.225277142,0.181853371,0.337589189,0.053471308,0.20180899
PBANKA_114020,113.85166,0.256243519,0.198658939,0.305446139,0.112091031,0.127560371
PBANKA_114030,158.72205,0.381953547,0.325071406,0.179640132,0.044746524,0.068588391
PBANKA_114040,164.972855,0.196126811,0.525161245,0.166798956,0.057540951,0.054372036
PBANKA_114050,112.083215,0.15119213,0.443743071,0.259158787,0.078345138,0.067560874
PBANKA_114060,867.4178833,0.29359955,0.218567087,0.049467853,0.098599362,0.339766148
PBANKA_114070,35.34078767,0.149170699,0.394548365,0.227108266,0.116046084,0.113126586
PBANKA_114080,216.9425533,0.243590753,0.400676578,0.183560806,0.039334192,0.13283767
PBANKA_114090,1025.155533,0.082786755,0.239161271,0.097741461,0.411204433,0.16910608
PBANKA_114100,2566.2595,0.150719754,0.264122744,0.161633498,0.327480717,0.096043288
PBANKA_114110,127.4806333,0.40607423,0.178169416,0.128299488,0.110262631,0.177194235
PBANKA_114120,117.56351,0.49481425,0.290585489,0.064619583,0.084909637,0.065071041
PBANKA_114130,130.26053,0.240618551,0.537041036,0.153366488,0.032965627,0.036008298
PBANKA_114140,202.7687633,0.085568653,0.050709142,0.086311371,0.447203004,0.33020783
PBANKA_114150,1315.144667,0.10700838,0.129783061,0.41144447,0.121778998,0.229985092
PBANKA_114160,352.1295,0.096945868,0.113279064,0.135005161,0.08501929,0.569750617
PBANKA_114170,7620.9995,0.313174801,0.261657936,0.162283832,0.096026053,0.166857379
PBANKA_114180,936.0817833,0.277260496,0.21721179,0.062980501,0.04590523,0.396641981
PBANKA_114190,875.4613167,0.047118358,0.017732365,0.120560495,0.084727102,0.729861679
PBANKA_114200,305.5349833,0.105929277,0.21889441,0.05606412,0.53547387,0.083638322
PBANKA_114210,104.4173683,0.308224585,0.294690438,0.279508577,0.05641844,0.061157961
PBANKA_114230,291.7090667,0.355336916,0.2678878,0.243931054,0.044464508,0.088379724
PBANKA_114240,965.70375,0.078390759,0.108460177,0.375185972,0.320427978,0.117535114
PBANKA_114250,277.6444,0.299340451,0.167959447,0.167720112,0.128672683,0.236307305
PBANKA_114260,174.9059467,0.148450927,0.206808291,0.139980947,0.342437185,0.162322649
PBANKA_114270,825.2500667,0.275966654,0.159151153,0.295986041,0.192720978,0.076175173
PBANKA_114280,687.4180833,0.279294369,0.396817463,0.139533862,0.089704725,0.094649581
PBANKA_114290,895.1237667,0.152607947,0.298333605,0.192918015,0.269042683,0.087097751
PBANKA_114300,238.0165567,0.279050966,0.4016813,0.176771106,0.089051788,0.053444839
PBANKA_114310,104.7572933,0.136093627,0.057120796,0.116057122,0.642342866,0.048385589
PBANKA_114320,60.98404833,0.095600574,0.257045907,0.074323452,0.462825128,0.110204939
PBANKA_114330,180.9100667,0.308548336,0.167887009,0.100861994,0.092390657,0.330312004
PBANKA_114340,748.884505,0.042789776,0.007240843,0.041805311,0.515262363,0.392901707
PBANKA_114350,347.8061333,0.414153134,0.165589806,0.079551501,0.110925732,0.229779828
PBANKA_114360,241.36516,0.26662278,0.484989217,0.14224236,0.017971774,0.088173869
PBANKA_114370,1721.161766,0.001569574,0.002801268,0.000967922,0.002752902,0.991908334
PBANKA_114380,1914.283333,0.028986096,0.014126592,0.055223069,0.278353518,0.623310726
PBANKA_114390,422.5658,0.071896259,0.088412385,0.488159477,0.134273881,0.217257999
PBANKA_114400,739.5405633,0.100803193,0.424352653,0.318188767,0.13210364,0.024551748
PBANKA_114410,329.4654667,0.27123222,0.319157273,0.297426771,0.035956727,0.076227008
PBANKA_114420,255.7948,0.084433695,0.237838299,0.342537847,0.23792235,0.09726781
PBANKA_114430,373.2413833,0.116514813,0.126815922,0.610035516,0.091529909,0.05510384
PBANKA_114440,160.38045,0.1965146,0.317501915,0.380757754,0.068581302,0.036644429
PBANKA_114450,392.0158167,0.09542893,0.483203718,0.110033953,0.18189738,0.129436019
PBANKA_114460,156.08964,0.153574895,0.399301965,0.085419186,0.148925002,0.212778952
PBANKA_114470,86.57709833,0.074112267,0.565890991,0.256222493,0.059468151,0.044306097
PBANKA_114480,502.9014167,0.062521697,0.165372372,0.357329477,0.174295393,0.240481062
PBANKA_114490,76.948765,0.081013646,0.443644547,0.320867398,0.114592158,0.039882252
PBANKA_114500,52.180675,0.117138577,0.277454249,0.161974428,0.358020474,0.085412272
PBANKA_114510,58.61035,0.256397718,0.398501289,0.202907592,0.080143098,0.062050303
PBANKA_114520,589.9175833,0.071120698,0.019446106,0.028119352,0.8475845,0.033729344
PBANKA_114530,33.54159667,0.18193633,0.502953099,0.148086868,0.115694105,0.051329598
PBANKA_114540,816.65024,0.610684324,0.087127263,0.235586167,0.019321062,0.047281184
PBANKA_114550,284.3240433,0.334036647,0.343604955,0.271065891,0.021203237,0.030089271
PBANKA_114560,142.805177,0.111938519,0.556142653,0.309184519,0.009104257,0.013630052
PBANKA_114570,532.9173667,0.432622418,0.247365742,0.115471561,0.171241182,0.033299096
PBANKA_114580,6930.497133,0.535668644,0.323675915,0.087507431,0.037248122,0.015899889
PBANKA_114590,3329.247517,0.614275445,0.311992423,0.052019413,0.011909373,0.009803346
PBANKA_114600,404.087157,0.434255078,0.377851652,0.170860664,0.013767265,0.00326534
PBANKA_114610,304.5892485,0.353601984,0.389403929,0.232654141,0.023986943,0.000353003
PBANKA_114620,61.60227167,0.423786726,0.063828003,0.360480213,0.142088754,0.009816305
PBANKA_114630,104.5414167,0.372567651,0.183646832,0.065988966,0.256740351,0.1210562
PBANKA_114640,39.79898567,0.210687656,0.174692894,0.039319093,0.557658685,0.017641672
PBANKA_114650,0.768137867,0.296565903,0.053200085,0.109016888,0.242127108,0.299090016
PBANKA_114655,294.3280517,0.371175069,0.449955413,0.141791786,0.024027102,0.013050631
PBANKA_114660,21.57291,0.216659319,0.358725828,0.108887165,0.222215964,0.093511724
PBANKA_114670,21.45784433,0.224185381,0.286412041,0.049608897,0.363164392,0.076629288
PBANKA_120005,919.9569618,0.448195423,0.295750792,0.198778321,0.004420705,0.052854759
PBANKA_120010,46.811088,0.443140736,0.247193571,0.0713331,0.211081721,0.027250873
PBANKA_120020,39.73789133,0.53332572,0.216051965,0.103488355,0.0908249,0.056309061
PBANKA_120030,17.5280274,0.3032566,0.153066568,0.066094174,0.439642455,0.037940202
PBANKA_120040,127.336225,0.297779756,0.196291747,0.045302073,0.430821237,0.029805187
PBANKA_120050,2.103811567,0.264017704,0.312147252,0.022210117,0.180344811,0.221280116
PBANKA_120060,387.1561,0.367654287,0.08810813,0.514403622,0.00741285,0.022421111
PBANKA_120070,467.8477533,0.013794017,0.011841865,0.013269231,0.016135057,0.94495983
PBANKA_120080,1444.8055,0.211945483,0.220767778,0.116422245,0.198270632,0.252593861
PBANKA_120090,260.3120667,0.194859004,0.315754091,0.162579094,0.088400243,0.238407568
PBANKA_120100,108.3118333,0.08990532,0.658065678,0.185779793,0.041723327,0.024525883
PBANKA_120110,57.39288333,0.070638636,0.250370763,0.503339409,0.09094638,0.084704811
PBANKA_120120,112.4724617,0.079747032,0.367119643,0.337482166,0.170819592,0.044831567
PBANKA_120130,994.6978833,0.131024206,0.093180202,0.260537902,0.290385156,0.224872534
PBANKA_120140,149.8582033,0.160110354,0.191116665,0.501711607,0.106443622,0.040617752
PBANKA_120150,661.72635,0.071693609,0.275547437,0.351194266,0.240409801,0.061154887
PBANKA_120160,449.8418833,0.066674539,0.437558189,0.142070475,0.222529079,0.131167718
PBANKA_120170,574.3960833,0.153768371,0.137496846,0.045552452,0.144112403,0.519069928
PBANKA_120180,229.878085,0.161220022,0.034521886,0.217236236,0.536941136,0.05008072
PBANKA_120190,4556.884833,0.374923893,0.338735794,0.083174694,0.083279041,0.119886579
PBANKA_120200,6653.649717,0.027120078,0.008903317,0.053193513,0.194283597,0.716499496
PBANKA_120210,233.319185,0.036577725,0.618513218,0.093599033,0.094411225,0.156898799
PBANKA_120220,311.06965,0.302217044,0.482277844,0.099097582,0.088747488,0.027660043
PBANKA_120230,207.9157733,0.18885508,0.144584509,0.074468617,0.555496575,0.036595219
PBANKA_120240,5447.063333,0.401853231,0.296054021,0.092837823,0.048389285,0.160865641
PBANKA_120250,146.82447,0.251586129,0.384102187,0.229891175,0.039669954,0.094750555
PBANKA_120260,921.9156833,0.169008677,0.137804902,0.115507852,0.474818368,0.102860202
PBANKA_120270,669.3634333,0.215656238,0.280195318,0.119228353,0.172401112,0.212518979
PBANKA_120280,508.4435667,0.125191278,0.125538023,0.331980796,0.353604631,0.063685272
PBANKA_120290,10.16078983,0.14592468,0.08331995,0.263341241,0.186923953,0.320490177
PBANKA_120300,73.65683,0.152471943,0.481518822,0.276285309,0.041195772,0.048528154
PBANKA_120310,56.03661167,0.25046741,0.430365957,0.170336851,0.047036035,0.101793747
PBANKA_120320,60.91505,0.091438159,0.526287839,0.112817686,0.125413424,0.144042893
PBANKA_120330,82.685335,0.280757162,0.326654055,0.101821441,0.096951836,0.193815505
PBANKA_120340,257.7984667,0.451971075,0.252945259,0.10019726,0.06391097,0.130975436
PBANKA_120345,884.9003933,0.025970047,0.029254711,0.07345759,0.31283408,0.558483573
PBANKA_120350,80.07437167,0.078925565,0.035068836,0.070989193,0.725121519,0.089894888
PBANKA_120360,29.15696067,0.032323671,0.025492849,0.009758219,0.580482314,0.351942947
PBANKA_120370,104.6020517,0.075144272,0.422007497,0.168140105,0.243136244,0.091571881
PBANKA_120380,444.70875,0.165787046,0.077144648,0.052064188,0.304177734,0.400826384
PBANKA_120390,150.7586583,0.06621361,0.197211227,0.113090354,0.241472035,0.382012774
PBANKA_120400,172.571355,0.052299989,0.034612436,0.525097285,0.084014233,0.303976057
PBANKA_120410,381.4101167,0.07028458,0.191302084,0.162326056,0.180694866,0.395392414
PBANKA_120420,1688.503108,0.0466857,0.004678834,0.020895194,0.68108551,0.246654763
PBANKA_120430,613.2529667,0.062335206,0.482050664,0.136166891,0.251772121,0.067675118
PBANKA_120440,6957.809833,0.354406064,0.401016996,0.100892022,0.063420532,0.080264386
PBANKA_120450,1914.510988,0.03844645,0.002362424,0.023628984,0.849741793,0.085820348
PBANKA_120460,141.0265767,0.03742362,0.107273397,0.033479966,0.152108209,0.669714808
PBANKA_120470,147.6918333,0.046108677,0.358456516,0.049217176,0.103919422,0.442298209
PBANKA_120480,548.6623,0.197782498,0.329681846,0.115019202,0.19518108,0.162335375
PBANKA_120490,399.7657667,0.265083979,0.26795541,0.082420889,0.227004805,0.157534916
PBANKA_120500,1676.45865,0.508202812,0.293441177,0.097759644,0.060224539,0.040371828
PBANKA_120510,2630.0015,0.161862075,0.065666693,0.115316094,0.571657469,0.08549767
PBANKA_120520,2497.955333,0.051285345,0.050318954,0.113021236,0.762879934,0.022494531
PBANKA_120530,1366.286433,0.052529688,0.031374241,0.089989842,0.659445544,0.166660685
PBANKA_120540,410.4812667,0.046401143,0.083357763,0.22183558,0.146303023,0.502102491
PBANKA_120550,63.08171667,0.079012751,0.035568943,0.563685516,0.180699743,0.141033046
PBANKA_120560,331.4223967,0.123610536,0.270609654,0.433587173,0.07773328,0.094459358
PBANKA_120570,396.8008,0.165567081,0.202886058,0.213774897,0.145317877,0.272454088
PBANKA_120580,1328.08225,0.081147271,0.285023763,0.289435387,0.192591234,0.151802345
PBANKA_120590,260.7940933,0.237701511,0.247192907,0.405715861,0.033302365,0.076087357
PBANKA_120600,422.9640333,0.104992261,0.04164574,0.220072849,0.449695447,0.183593704
PBANKA_120610,470.7224833,0.374791955,0.380978191,0.089474481,0.073472802,0.08128257
PBANKA_120620,324.1003567,0.245524876,0.365755537,0.338577381,0.037767931,0.012374274
PBANKA_120630,421.2728983,0.268116464,0.307948839,0.360508593,0.010528959,0.052897144
PBANKA_120640,221.03395,0.074649845,0.41611775,0.322302072,0.110439369,0.076490964
PBANKA_120650,251.25591,0.081505346,0.343305158,0.43950409,0.109329767,0.026355639
PBANKA_120660,933.2852833,0.142896553,0.429263707,0.292747036,0.116807799,0.018284906
PBANKA_120670,143.93295,0.093910741,0.251775219,0.366348359,0.150778192,0.137187489
PBANKA_120680,24.96281517,0.08143072,0.041610752,0.286883308,0.384979216,0.205096005
PBANKA_120690,2452.435033,0.065420082,0.252331863,0.333114431,0.306528405,0.04260522
PBANKA_120700,538.8088833,0.361430567,0.193727411,0.06298068,0.061802155,0.320059187
PBANKA_120710,326.46275,0.19991653,0.187845014,0.167343441,0.140600574,0.304294441
PBANKA_120720,913.4823133,0.282256696,0.332520943,0.272924277,0.089683893,0.022614191
PBANKA_120730,190.6023233,0.464105046,0.297627274,0.124953094,0.069266994,0.044047592
PBANKA_120740,42.46081333,0.048094934,0.031271775,0.079237648,0.744104917,0.097290725
PBANKA_120750,80.09984833,0.202006,0.499265615,0.05476084,0.223489187,0.020478358
PBANKA_120760,125.585315,0.296846411,0.484750148,0.086221546,0.046697458,0.085484437
PBANKA_120770,518.0824033,0.375156536,0.359330869,0.120440107,0.033046963,0.112025525
PBANKA_120780,129.2392433,0.108123892,0.268093105,0.32486959,0.251399646,0.047513767
PBANKA_120790,329.48725,0.235080113,0.058199672,0.590110846,0.061002967,0.055606401
PBANKA_120800,140.457735,0.047974254,0.022763289,0.220412924,0.329916327,0.378933207
PBANKA_120810,73.86247,0.117076507,0.496439531,0.103365891,0.077709289,0.205408782
PBANKA_120820,133.1201783,0.114182953,0.176627242,0.527274309,0.061370636,0.120544861
PBANKA_120830,71.24339833,0.113890131,0.302449778,0.12623338,0.372784014,0.084642696
PBANKA_120840,264.81625,0.100072598,0.346521031,0.225739735,0.247649266,0.080017371
PBANKA_120850,158.2832633,0.105961614,0.403735358,0.283828808,0.182121277,0.024352943
